"Geneid","Length"
"HSD3B2",1870
"HSD3B1",1680
"HSD3BP4",8697
"LINC00622",1590
"ZNF697",5080
"PHGDH",2015
"HMGCS2",2466
"REG4",2262
"NBPF7",1611
"ADAM30",2992
"NOTCH2",11825
"FAM72B",2374
"HIST2H2BA",515
"FCGR1B",2871
"SRGAP2-AS1",2504
"SRGAP2B",5928
"SRGAP2D",4601
"EMBP1",4231
"ANKRD20A12P",1744
"LOC102723769",1380
"MIR6077",164
"RNU1-13P",324
"LOC100132057",2970
"LINC01138",2052
"PPIAL4G",738
"FAM72D",2393
"FAM72C",4675
"NBPF20",17619
"LINC00623",7385
"LINC00869",7671
"PPIAL4A",2355
"PPIAL4C",2355
"PFN1P2",1905
"NBPF9",11934
"NBPF8",9247
"LOC653513",870
"PDE4DIP",13477
"SEC22B",1883
"NOTCH2NL",5318
"NBPF25P",10774
"NBPF10",11423
"LOC101928979",1035
"HFE2",2215
"TXNIP",2951
"POLR3GL",1165
"ANKRD34A",3612
"LIX1L",3997
"RBM8A",4959
"GNRHR2",1961
"PEX11B",2404
"ITGA10",5269
"ANKRD35",3363
"PIAS3",2902
"MIR6736",59
"NUDT17",1091
"POLR3C",4013
"RNF115",1950
"CD160",1633
"PDZK1",2300
"GPR89A",2032
"PDZK1P1",4258
"NBPF11",11382
"NBPF12",7109
"LOC728989",1076
"RNVU1-8",141
"NBPF13P",1149
"PRKAB2",5462
"PDIA3P1",2099
"FMO5",3176
"CHD1L",3014
"LINC00624",3373
"BCL9",6192
"ACP6",1808
"GJA5",3267
"GJA8",1366
"GPR89B",2116
"LOC101927468",1409
"MIR5087",76
"RNVU1-19",335
"PPIAL4F",1570
"PPIAL4D",1570
"PPIAL4E",1570
"NBPF14",10086
"NBPF15",4802
"LOC101060524",2210
"DRD5P2",2210
"LOC645166",1528
"LOC388692",2307
"FAM231D",1986
"FCGR1C",1335
"LOC103091866",1510
"RNVU1-20",163
"HIST2H2BF",1067
"FCGR1A",2176
"HIST2H3D",457
"HIST2H4B",792
"HIST2H4A",792
"HIST2H3C",1014
"HIST2H3A",1014
"HIST2H2AA3",1068
"HIST2H2AA4",1068
"HIST2H2BC",582
"HIST2H2BE",2223
"HIST2H2AC",437
"HIST2H2AB",448
"BOLA1",857
"SV2A",4549
"SF3B4",1993
"MTMR11",3003
"OTUD7B",6415
"VPS45",3154
"PLEKHO1",2807
"ANP32E",3553
"CA14",1821
"APH1A",2266
"C1orf54",660
"CIART",2031
"MRPS21",1541
"PRPF3",2463
"RPRD2",8221
"TARS2",2789
"MIR6878",66
"ECM1",2231
"FALEC",566
"ADAMTSL4",4422
"MIR4257",86
"ADAMTSL4-AS1",1036
"MCL1",4085
"ENSA",4145
"GOLPH3L",3171
"HORMAD1",1898
"CTSS",4107
"CTSK",1810
"ARNT",4943
"SETDB1",4659
"CERS2",2544
"ANXA9",1824
"FAM63A",3099
"PRUNE",3083
"BNIPL",2412
"C1orf56",2028
"CDC42SE1",3183
"MLLT11",2158
"GABPB2",1953
"SEMA6C",4022
"TNFAIP8L2-SCNM1",1948
"TNFAIP8L2",1178
"LYSMD1",2508
"SCNM1",2085
"TMOD4",1322
"VPS72",1564
"PIP5K1A",3807
"PSMD4",1331
"ZNF687",5534
"PI4KB",4354
"RFX5",3618
"GBAT2",439
"SELENBP1",1962
"PSMB4",925
"POGZ",6626
"CGN",5101
"TUFT1",3250
"MIR554",96
"SNX27",7085
"CELF3",5856
"RIIAD1",455
"MRPL9",1688
"OAZ3",1172
"TDRKH",3263
"LINGO4",2667
"RORC",3214
"C2CD4D",1713
"LOC100132111",761
"THEM5",1146
"THEM4",5171
"S100A10",1055
"NBPF18P",1004
"S100A11",594
"LOC100131107",1512
"TCHHL1",3603
"TCHH",6995
"RPTN",3569
"HRNR",9632
"FLG",12747
"FLG-AS1",4139
"FLG2",9122
"CRNN",1913
"LCE5A",819
"CRCT1",695
"LCE3E",547
"LCE3D",610
"LCE3C",425
"LCE3B",288
"LCE3A",270
"LCE2D",594
"LCE2C",593
"LCE2B",611
"LCE2A",592
"LCE4A",388
"C1orf68",908
"KPRP",2523
"LCE1F",598
"LCE1E",1179
"LCE1D",430
"LCE1C",695
"LCE1B",1139
"LCE1A",625
"LCE6A",642
"SMCP",770
"IVL",2135
"SPRR4",745
"SPRR1A",655
"SPRR3",986
"SPRR1B",619
"SPRR2D",682
"SPRR2A",677
"SPRR2B",675
"SPRR2E",681
"SPRR2F",671
"SPRR2C",678
"SPRR2G",650
"LOC101928009",2254
"LELP1",541
"PRR9",1229
"LOR",1229
"PGLYRP3",1173
"PGLYRP4",2128
"S100A9",577
"S100A12",466
"S100A8",523
"S100A7A",4279
"S100A7L2",480
"S100A7",439
"S100A6",683
"S100A5",710
"S100A4",564
"LOC101928034",1390
"S100A3",738
"S100A2",962
"S100A16",1068
"S100A14",1060
"S100A13",1402
"S100A1",594
"CHTOP",2166
"SNAPIN",1052
"ILF2",1906
"NPR1",4185
"MIR8083",89
"INTS3",4482
"SLC27A3",2413
"LOC343052",660
"GATAD2B",7476
"DENND4B",5688
"CRTC2",2678
"SLC39A1",3097
"MIR6737",70
"CREB3L4",1949
"JTB",1574
"RAB13",1714
"RPS27",351
"NUP210L",5882
"TPM3",11580
"MIR190B",79
"C1orf189",705
"C1orf43",2763
"UBAP2L",5128
"HAX1",1179
"AQP10",1791
"ATP8B2",6303
"IL6R",6565
"SHE",6183
"TDRD10",2529
"UBE2Q1",3223
"UBE2Q1-AS1",443
"CHRNB2",5718
"ADAR",7092
"KCNN3",13233
"PMVK",1299
"PBXIP1",3196
"PYGO2",3180
"SHC1",3717
"CKS1B",924
"MIR4258",91
"FLAD1",3156
"LENEP",649
"ZBTB7B",4099
"DCST2",2419
"DCST1",2297
"LOC100505666",1836
"ADAM15",3424
"EFNA4",1257
"EFNA3",1782
"EFNA1",1566
"SLC50A1",1718
"DPM3",547
"KRTCAP2",547
"TRIM46",3813
"MUC1",1838
"MIR92B",96
"THBS3",3316
"MTX1",1648
"GBAP1",2036
"GBA",2681
"FAM189B",3193
"SCAMP3",1572
"CLK2",2179
"HCN3",3874
"PKLR",3164
"FDPS",1647
"RUSC1-AS1",1306
"RUSC1",4530
"ASH1L",11774
"MIR555",96
"POU5F1P4",1083
"ASH1L-AS1",1964
"MSTO1",2801
"MSTO2P",4464
"YY1AP1",3870
"DAP3",2217
"GON4L",8462
"SYT11",5280
"RIT1",3481
"KIAA0907",2992
"SNORA80E",134
"SCARNA4",129
"RXFP4",1146
"ARHGEF2",4291
"MIR6738",64
"SSR2",1124
"UBQLN4",3614
"LAMTOR2",681
"RAB25",1085
"MEX3A",6124
"LMNA",4104
"SEMA4A",3453
"SLC25A44",3824
"PMF1",1234
"PMF1-BGLAP",1001
"BGLAP",743
"PAQR6",2400
"SMG5",4563
"TMEM79",2354
"GLMP",1851
"VHLL",1014
"CCT3",2382
"TSACC",1199
"RHBG",2025
"C1orf61",879
"MIR9-1",89
"MEF2D",6073
"IQGAP3",6052
"TTC24",2005
"APOA1BP",1121
"GPATCH4",2155
"HAPLN2",1771
"BCAN",4050
"NES",5557
"CRABP2",1164
"ISG20L2",2723
"RRNAD1",2269
"MRPL24",927
"HDGF",2798
"PRCC",2123
"SH2D2A",1845
"NTRK1",2857
"INSRR",4193
"PEAR1",4866
"LRRC71",1971
"ARHGEF11",6889
"MIR765",114
"ETV3L",1977
"ETV3",2930
"CYCSP52",310
"FCRL5",5390
"FCRL4",3459
"FCRL3",3019
"FCRL2",2589
"FCRL1",3160
"CD5L",2237
"KIRREL",7820
"LOC646268",835
"CD1D",3783
"CD1A",2095
"CD1C",2592
"CD1B",1396
"CD1E",2117
"OR10T2",945
"OR10K2",939
"OR10K1",942
"OR10R2",1008
"OR6Y1",978
"OR6P1",954
"OR10X1",981
"OR10Z1",942
"SPTA1",8017
"OR6K2",975
"OR6K3",948
"OR6K6",1032
"OR6N1",939
"OR6N2",954
"MNDA",1667
"PYHIN1",2093
"IFI16",2902
"AIM2",1484
"CADM3",3698
"CADM3-AS1",3294
"ACKR1",2210
"FCER1A",1165
"OR10J3",990
"OR10J1",1089
"OR10J5",930
"APCS",931
"CRP",2015
"DUSP23",685
"FCRL6",2046
"SLAMF8",3300
"C1orf204",2501
"VSIG8",1818
"CFAP45",1795
"MIR4259",101
"TAGLN2",1754
"IGSF9",4044
"SLAMF9",1156
"LINC01133",1138
"PIGM",4322
"KCNJ10",5306
"KCNJ9",3029
"IGSF8",2334
"ATP1A2",5457
"ATP1A4",3955
"CASQ1",1958
"LOC729867",1578
"PEA15",2796
"DCAF8",4690
"PEX19",3669
"COPA",5666
"SUMO1P3",1206
"NCSTN",3074
"NHLH1",2559
"VANGL2",5352
"SLAMF6",2746
"CD84",8279
"SLAMF1",2303
"CD48",1906
"SLAMF7",2933
"LY9",3478
"CD244",2525
"ITLN1",1182
"LOC101928372",2136
"ITLN2",1150
"F11R",4830
"TSTD1",672
"USF1",1835
"ARHGAP30",4425
"PVRL4",3502
"KLHDC9",1368
"PFDN2",642
"NIT1",3196
"DEDD",2436
"UFC1",1122
"USP21",2354
"PPOX",1768
"B4GALT3",2415
"ADAMTS4",4332
"NDUFS2",2275
"FCER1G",591
"APOA2",473
"TOMM40L",2911
"MIR5187",76
"NR1I3",1408
"PCP4L1",1424
"MPZ",1955
"SDHC",2879
"CFAP126",783
"FCGR2A",2429
"HSPA6",2358
"FCGR3A",2401
"FCGR2C",2488
"HSPA7",2493
"FCGR3B",2739
"FCGR2B",2161
"RPL31P11",1548
"FCRLA",2363
"FCRLB",1996
"DUSP12",1274
"ATF6",7546
"OLFML2B",3774
"NOS1AP",6885
"MIR4654",76
"MIR556",95
"C1orf111",1173
"C1orf226",4252
"SH2D1B",2535
"UHMK1",8658
"UAP1",2327
"DDR2",3244
"HSD17B7",1749
"C1orf110",1552
"RGS4",3978
"RGS5",7424
"LOC101928404",2633
"NUF2",1989
"LOC100422212",2122
"PBX1",6903
"LOC100505795",1963
"LMX1A",3717
"RXRG",2703
"LOC400794",1752
"LRRC52",1122
"MGST3",1518
"ALDH9A1",2500
"LOC440700",1210
"TMCO1",4670
"LOC100147773",2147
"UCK2",4920
"MIR3658",56
"FAM78B",1481
"MIR921",56
"FMO9P",1362
"POGK",3852
"TADA1",2247
"ILDR2",8127
"MAEL",2011
"GPA33",2802
"DUSP27",4034
"LINC01363",1854
"POU2F1",14269
"CD247",1681
"CREG1",2025
"RCSD1",2991
"MPZL1",5010
"ADCY10",5469
"MPC2",2523
"DCAF6",3619
"MIR1255B2",67
"GPR161",9095
"TIPRL",3307
"SFT2D2",856
"ANKRD36BP1",1850
"TBX19",2822
"MIR557",98
"LOC100505918",2441
"LOC101928565",619
"XCL2",565
"XCL1",1367
"DPT",1728
"LINC00626",955
"LINC00970",1129
"ATP1B1",2200
"NME7",1702
"BLZF1",2316
"CCDC181",2402
"SLC19A2",3636
"F5",9179
"SELP",3171
"SELL",2495
"SELE",3875
"METTL18",1475
"C1orf112",3363
"SCYL3",3090
"KIFAP3",4573
"METTL11B",938
"MIR3119-2",85
"MIR3119-1",85
"LINC01142",1725
"LOC101928650",634
"GORAB",3530
"PRRX1",4071
"MROH9",3696
"FMO3",2087
"MIR1295A",79
"MIR1295B",60
"FMO6P",2125
"FMO2",5304
"FMO1",2351
"FMO4",2303
"TOP1P1",2429
"PRRC2C",10384
"MYOC",2045
"VAMP4",5155
"METTL13",3407
"DNM3",8151
"DNM3-IT1",391
"DNM3OS",7957
"MIR214",110
"MIR3120",81
"MIR199A2",110
"C1orf105",1282
"PIGC",1500
"SUCO",6109
"FASLG",1896
"TNFSF18",748
"TNFSF4",3722
"LOC100506023",5619
"LOC101928673",1819
"PRDX6",1670
"SLC9C2",4427
"ANKRD45",2671
"LOC730159",631
"KLHL20",3464
"CENPL",2787
"DARS2",3348
"GAS5-AS1",694
"GAS5",632
"SNORD81",43
"SNORD47",77
"SNORD80",71
"SNORD79",81
"SNORD78",54
"SNORD44",61
"SNORD77",61
"SNORD76",81
"SNORD75",60
"SNORD74",72
"ZBTB37",2374
"SERPINC1",1599
"RC3H1",11129
"LOC102724601",448
"RABGAP1L",10393
"GPR52",1472
"LOC101928696",670
"CACYBP",3315
"MRPS14",2237
"TNN",5008
"KIAA0040",4818
"TNR",5190
"LOC101928751",1805
"RFWD2",2789
"SCARNA3",144
"PAPPA2",7695
"ASTN1",7705
"MIR488",83
"BRINP2",3667
"LOC102724661",677
"LOC101928778",1666
"SEC16B",4024
"LOC730102",2974
"RASAL2-AS1",2338
"RASAL2",11040
"TEX35",1391
"C1orf220",2577
"MIR4424",86
"RALGPS2",7591
"ANGPTL1",3546
"FAM20B",5946
"TOR3A",2122
"ABL2",12649
"SOAT1",7026
"AXDND1",3862
"NPHS2",1874
"TDRD5",4290
"FAM163A",2909
"TOR1AIP2",14737
"TOR1AIP1",4054
"CEP350",13456
"QSOX1",3316
"FLJ23867",2716
"LHX4",1879
"LHX4-AS1",2657
"ACBD6",1616
"MIR3121",77
"OVAAL",1491
"XPR1",8496
"KIAA1614",4155
"STX6",5072
"MR1",7976
"IER5",2342
"LOC101928973",540
"GM140",259
"CACNA1E",15088
"ZNF648",3649
"LINC01344",571
"GLUL",8561
"TEDDM1",2500
"LINC00272",738
"RGSL1",3760
"RNASEL",4241
"RGS16",2432
"LOC284648",1490
"RGS8",912
"NPL",3166
"DHX9",4673
"SHCBP1L",2365
"LAMC1",7889
"LAMC2",6503
"NMNAT2",5765
"SMG7-AS1",2454
"SMG7",6076
"NCF2",2494
"ARPC5",2086
"RGL1",5512
"APOBEC4",2778
"COLGALT2",5851
"TSEN15",2193
"C1orf21",10308
"EDEM3",6632
"FAM129A",6969
"RNF2",3551
"TRMT1L",4521
"SWT1",3945
"IVNS1ABP",4197
"GS1-279B7.1",666
"LINC01350",603
"HMCN1",18212
"MIR548F1",82
"RNU6-72P",46
"PRG4",5050
"TPR",9706
"C1orf27",3896
"OCLM",884
"LOC102724919",542
"PDC",1325
"PTGS2",4493
"PACERR",793
"PLA2G4A",2928
"LINC01036",779
"BRINP3",2884
"LINC01351",1423
"LOC440704",2216
"RGS18",2145
"RGS21",1793
"RGS1",1403
"RGS13",1562
"MIR4426",183
"RGS2",1350
"LINC01032",435
"UCHL5",6569
"TROVE2",3722
"GLRX2",1349
"CDC73",5939
"MIR1278",81
"B3GALT2",3548
"LINC01031",779
"KCNT2",5995
"MIR4735",69
"CFH",4375
"CFHR3",1640
"CFHR1",1297
"CFHR4",2181
"CFHR2",1036
"CFHR5",2828
"F13B",2217
"ASPM",10888
"ZBTB41",8474
"CRB1",5585
"DENND1B",10932
"C1orf53",683
"LHX9",2570
"NEK7",4132
"ATP6V1G3",678
"PTPRC",7415
"MIR181A1HG",604
"MIR181B1",110
"MIR181A1",110
"LINC01222",768
"LINC01221",662
"NR5A2",5225
"LINC00862",1417
"ZNF281",4890
"KIF14",7277
"DDX59",2320
"LOC101929224",736
"CAMSAP2",7388
"GPR25",1224
"C1orf106",4408
"KIF21B",9940
"CACNA1S",6168
"ASCL5",1420
"TMEM9",2471
"IGFN1",11810
"PKP1",5447
"TNNT2",1338
"LAD1",2839
"TNNI1",6143
"PHLDA3",2824
"CSRP1",2324
"RPS10P7",689
"NAV1",13265
"IPO9-AS1",842
"MIR5191",120
"RNU6-79P",35
"MIR1231",92
"IPO9",11416
"MIR6739",75
"SHISA4",1661
"LMOD1",3967
"TIMM17A",1659
"RNPEP",2413
"MIR6740",113
"ELF3",3247
"GPR37L1",2459
"ARL8A",1795
"PTPN7",4309
"PTPRVP",4095
"LGR6",3640
"UBE2T",912
"PPP1R12B",11990
"SYT2",7779
"KDM5B",6383
"PCAT6",764
"MGAT4EP",2807
"LOC148709",2321
"RABIF",3227
"KLHL12",3537
"ADIPOR1",2423
"CYB5R1",1643
"LOC100506747",1873
"TMEM183A",2220
"TMEM183B",1689
"PPFIA4",6478
"MYOG",1533
"ADORA1",2919
"MYBPH",1806
"CHI3L1",1837
"CHIT1",2535
"LINC01353",902
"LINC01136",2741
"BTG2",2711
"FMOD",3257
"PRELP",5819
"OPTC",1444
"ATP2B4",8920
"SNORA77",125
"LINC00260",1275
"LAX1",3337
"ZC3H11A",4778
"ZBED6",2940
"SNRPE",1618
"LINC00303",1514
"SOX13",4073
"ETNK2",2720
"LOC101929441",1126
"REN",1465
"KISS1",714
"GOLT1A",883
"PLEKHA6",7414
"LINC00628",1290
"PPP1R15B",5276
"PIK3C2B",7606
"MDM4",10077
"LRRN2",3322
"NFASC",11057
"CNTN2",7670
"TMEM81",1332
"RBBP5",4411
"DSTYK",7909
"TMCC2",4614
"NUAK2",3437
"KLHDC8A",3674
"LEMD1-AS1",2781
"LEMD1",961
"BLACAT1",2616
"MIR135B",97
"CDK18",3274
"LOC284578",2363
"MFSD4",4088
"ELK4",11847
"SLC45A3",3382
"NUCKS1",6464
"RAB29",3494
"SLC41A1",5017
"PM20D1",2183
"LOC284581",2594
"SLC26A9",4798
"FAM72A",1867
"AVPR1B",1773
"C1orf186",1665
"CTSE",2228
"SRGAP2C",2461
"SRGAP2",7845
"IKBKE",3474
"MIR6769B",62
"RASSF5",4166
"EIF2D",2097
"DYRK3",2261
"MAPKAPK2",3517
"IL10",1629
"IL19",1969
"IL20",1234
"IL24",1979
"FCMR",3085
"PIGR",4275
"FCAMR",2783
"C1orf116",5502
"YOD1",6521
"PFKFB2",9143
"C4BPB",1220
"C4BPA",2243
"CD55",3465
"CR2",4170
"CR1",9966
"CR1L",1837
"CD46",3393
"MIR29C",88
"MIR29B2",81
"LOC148696",4218
"CD34",2811
"PLXNA2",11443
"MIR205HG",890
"MIR205",110
"CAMK1G",2470
"LAMB3",4495
"MIR4260",67
"G0S2",963
"HSD11B1",1566
"TRAF3IP3",2724
"C1orf74",4855
"IRF6",4505
"DIEXF",8486
"SYT14",5388
"SERTAD4-AS1",800
"SERTAD4",2008
"HHAT",3962
"KCNH1",8106
"RCOR3",4985
"TRAF5",4119
"LINC00467",758
"RD3",4266
"SLC30A1",2018
"LOC105748977",802
"NEK2",3274
"LPGAT1",7782
"INTS7",4571
"DTL",4597
"MIR3122",73
"LOC101929541",912
"PPP2R5A",3415
"SNORA16B",133
"TMEM206",2145
"NENF",949
"LOC101929565",333
"ATF3",2545
"FAM71A",2332
"BATF3",981
"NSL1",13220
"TATDN3",2609
"SPATA45",504
"FLVCR1-AS1",942
"FLVCR1",5939
"VASH2",4494
"ANGEL2",5314
"RPS6KC1",4399
"PROX1-AS1",3399
"LINC00538",1905
"PROX1",8721
"SMYD2",1685
"PTPN14",13443
"CENPF",10296
"KCNK2",3812
"KCTD3",3931
"USH2A",20185
"LOC102723833",461
"ESRRG",7375
"GPATCH2",7879
"SPATA17",2275
"SPATA17-AS1",420
"LINC00210",1584
"LOC101929631",1728
"RRP15",7771
"TGFB2-AS1",557
"TGFB2",5954
"MIR548F3",173
"TGFB2-OT1",1370
"LYPLAL1-AS1",1627
"LYPLAL1",2114
"RNU5F-1",72
"SLC30A10",2892
"EPRS",5015
"BPNT1",2507
"IARS2",3549
"MIR215",110
"MIR194-1",85
"RAB3GAP2",7329
"MIR664A",78
"SNORA36B",131
"AURKAPS1",1537
"MARK1",7102
"C1orf115",2972
"MARC2",1573
"MARC1",2243
"LINC01352",961
"HLX-AS1",563
"HLX",2278
"C1orf140",4492
"DUSP10",2738
"LOC101929771",423
"HHIPL2",2574
"TAF1A",2281
"TAF1A-AS1",956
"MIA3",8410
"AIDA",3006
"BROX",4538
"FAM177B",1345
"DISP1",4924
"TLR5",4267
"SUSD4",3218
"CCDC185",2098
"CAPN8",2101
"CAPN2",3727
"TP53BP2",4789
"GTF2IP20",2947
"FBXO28",5451
"DEGS1",2063
"LOC101927143",789
"LOC101927164",1323
"NVL",3006
"MIR320B2",138
"CNIH4",2376
"WDR26",6872
"MIR4742",85
"CNIH3",2372
"DNAH14",14457
"LBR",3973
"ENAH",13172
"SRP9",1620
"EPHX1",2373
"TMEM63A",4453
"LEFTY1",1626
"PYCR2",1771
"MIR6741",63
"LEFTY2",2187
"SDE2",4009
"H3F3A",1062
"H3F3AP4",1042
"ACBD3",3565
"MIXL1",2030
"LIN9",3468
"PARP1",3985
"C1orf95",7705
"ITPKB",6162
"ITPKB-IT1",1347
"PSEN2",2298
"ADCK3",2924
"CDC42BPA",10506
"ZNF678",8940
"ZNF847P",258
"LOC100130093",2377
"JMJD4",2595
"SNAP47",2367
"PRSS38",1243
"WNT9A",1240
"MIR5008",94
"WNT3A",2972
"ARF1",2198
"MIR3620",79
"C1orf35",1611
"MRPL55",906
"GUK1",1280
"GJC2",2381
"IBA57-AS1",641
"IBA57",7885
"C1orf145",3534
"OBSCN",28628
"TRIM11",2691
"MIR6742",62
"TRIM17",2635
"HIST3H3",481
"HIST3H2A",496
"HIST3H2BB",452
"MIR4666A",79
"RNF187",3133
"BTNL10",780
"MIR7641-2",1359
"RHOU",4758
"DUSP5P1",2472
"MIR4454",419
"RAB4A",3035
"SPHAR",1122
"CCSAP",5121
"ACTA1",1492
"NUP133",4170
"LOC101927478",477
"ABCB10",3857
"TAF5L",6115
"URB2",5613
"GALNT2",5206
"PGBD5",3354
"COG2",2960
"AGT",2581
"CAPN9",2593
"C1orf198",4132
"LOC101927604",794
"TTC13",3289
"ARV1",1445
"FAM89A",1498
"MIR1182",97
"TRIM67",8522
"LOC149373",1347
"C1orf131",1444
"GNPAT",2680
"EXOC8",5142
"SPRTN",4622
"EGLN1",7097
"SNRPD2P2",762
"TSNAX-DISC1",9770
"TSNAX",2649
"LINC00582",597
"DISC1",13339
"DISC2",3892
"DISC1-IT1",734
"SIPA1L2",6488
"LOC101927683",2042
"MAP10",5455
"NTPCR",902
"PCNXL2",6817
"KIAA1804",5809
"KCNK1",2161
"MIR4427",68
"SLC35F3",3478
"MIR4671",73
"LOC101927765",768
"COA6",1276
"TARBP1",5130
"LINC01354",2860
"IRF2BP2",4663
"LINC00184",2270
"LOC101927787",1373
"LINC01132",3793
"LOC101927851",888
"TOMM20",3385
"SNORA14B",135
"RBM34",2071
"ARID4B",6395
"MIR4753",83
"GGPS1",2969
"TBCE",2223
"B3GALNT2",5611
"GNG4",5312
"LYST",16733
"MIR1537",61
"NID1",5881
"GPR137B",2042
"ERO1B",5054
"EDARADD",3017
"LGALS8",6670
"LGALS8-AS1",1440
"HEATR1",8484
"ACTN2",5110
"MTR",10558
"MT1HL1",316
"RYR2",16365
"MIR4428",73
"LOC100130331",3125
"ZP4",2474
"LINC01139",1531
"CHRM3",2745
"CHRM3-AS2",893
"CHRM3-AS1",483
"RPS7P5",953
"FMN2",6441
"MIR1273E",100
"GREM2",4183
"RGS7",2576
"MIR3123",75
"FH",1867
"KMO",5266
"OPN3",2632
"CHML",7066
"WDR64",4370
"EXO1",3462
"BECN2",1296
"MAP1LC3C",1192
"PLD5",3441
"LINC01347",3834
"CEP170",7214
"SDCCAG8",2617
"MIR4677",80
"AKT3",7341
"LOC339529",1799
"ZBTB18",4515
"C1orf100",574
"ADSS",2782
"C1orf101",3194
"DESI2",4096
"COX20",2616
"HNRNPU-AS1",5045
"HNRNPU",6846
"LOC101928068",4834
"EFCAB2",4661
"KIF26B",7287
"SMYD3",1752
"LOC255654",964
"TFB2M",1786
"CNST",5564
"SCCPDH",2475
"LINC01341",1123
"AHCTF1",8631
"ZNF695",3756
"ZNF670-ZNF695",1119
"ZNF670",4198
"ZNF669",1980
"C1orf229",2258
"ZNF124",5283
"MIR3916",94
"VN1R5",1074
"ZNF496",2428
"NLRP3",4495
"OR2B11",954
"OR2W5",1342
"GCSAML",4427
"GCSAML-AS1",1913
"OR2C3",2742
"OR2G2",954
"OR2G3",930
"OR13G1",924
"OR6F1",927
"OR1C1",945
"OR14A16",930
"OR11L1",969
"TRIM58",5156
"OR2W3",945
"OR2T8",939
"OR2L13",2046
"OR2L8",939
"OR2AK2",1008
"OR2L1P",925
"OR2L5",939
"OR2L2",1134
"OR2L3",939
"OR2M1P",645
"OR2M5",939
"OR2M2",1044
"OR2M3",939
"OR2M4",936
"OR2T33",963
"OR2T12",963
"OR2M7",939
"OR14C36",939
"OR2T4",1047
"OR2T6",927
"OR2T1",1110
"OR2T2",975
"OR2T3",957
"OR2T5",948
"OR2G6",951
"OR2T29",948
"OR2T34",957
"OR2T10",939
"OR2T11",951
"OR2T35",972
"OR2T27",954
"OR14I1",936
"LOC101928226",398
"LYPD8",435
"SH3BP5L",3182
"MIR3124",67
"ZNF672",3091
"ZNF692",2383
"PGBD2",2709
"TUBB8",1504
"ZMYND11",5200
"DIP2C",7896
"MIR5699",90
"PRR26",4512
"LARP4B",8546
"LOC101927762",407
"GTPBP4",2517
"IDI2",1359
"IDI2-AS1",1305
"IDI1",2136
"WDR37",4611
"LINC00200",2434
"ADARB2",8426
"ADARB2-AS1",644
"LINC00700",2097
"MIR6072",71
"LINC00701",5505
"PFKP",2969
"PITRM1",3490
"PITRM1-AS1",4076
"LOC105376360",2238
"KLF6",4662
"MIR6078",100
"LOC101927964",2287
"LINC00702",565
"LINC00703",2598
"LINC00704",1394
"LINC00705",1011
"AKR1E2",1709
"AKR1C6P",1397
"AKR1C1",1379
"AKR1C2",4155
"AKR1C3",1980
"AKR1C8P",2127
"AKR1C4",1192
"UCN3",710
"TUBAL3",1798
"NET1",4336
"CALML5",876
"CALML3-AS1",3709
"CALML3",1380
"ASB13",2808
"FAM208B",8626
"GDI2",2412
"ANKRD16",2638
"FBXO18",4167
"IL15RA",2211
"IL2RA",3216
"RBM17",3961
"PFKFB3",4864
"MIR3155A",82
"MIR3155B",56
"LOC399715",2966
"PRKCQ",3285
"PRKCQ-AS1",2253
"LOC101928150",3470
"LINC00706",703
"LINC00707",3070
"SFMBT2",8064
"ITIH5",7835
"ITIH2",3189
"KIN",6394
"ATP5C1",1146
"TAF3",3298
"GATA3-AS1",2371
"GATA3",3070
"LINC00708",915
"LOC105755953",366
"LOC101928272",2270
"LINC00709",713
"LOC101928298",575
"LOC101928322",505
"SFTA1P",693
"LINC00710",1112
"CELF2",9791
"CELF2-AS2",2275
"CELF2-AS1",2573
"USP6NL",6466
"ECHDC3",1654
"PROSER2",3333
"PROSER2-AS1",3156
"UPF2",5457
"DHTKD1",5217
"SEC61A2",3503
"MIR548AK",57
"NUDT5",1204
"CDC123",1548
"CAMK1D",8867
"MIR4480",71
"MIR4481",60
"CCDC3",3811
"OPTN",3597
"MCM10",4550
"UCMA",824
"PHYH",1937
"SEPHS1",3260
"BEND7",3094
"PRPF18",1705
"FRMD4A",6804
"LOC101928453",1064
"MIR4293",78
"MIR1265",86
"FAM107B",4605
"CDNF",1330
"HSPA14",6250
"SUV39H2",3340
"DCLRE1C",6977
"MEIG1",625
"OLAH",1834
"ACBD7",3370
"C10orf111",1714
"RPP38",1659
"NMT2",5061
"PPIAP30",626
"FAM171A1",3950
"ITGA8",6965
"FAM188A",2375
"PTER",3905
"C1QL3",2493
"RSU1",3753
"CUBN",11933
"TRDMT1",7670
"VIM-AS1",1992
"VIM",2136
"ST8SIA6",1398
"ST8SIA6-AS1",557
"HACD1",1307
"STAM-AS1",2635
"STAM",3880
"TMEM236",10909
"MRC1",5191
"MIR511",174
"SLC39A12",2808
"SLC39A12-AS1",1966
"CACNB2",5992
"NSUN6",2570
"ARL5B",3589
"MALRD1",6880
"LOC101928834",1397
"PLXDC2",12263
"MIR4675",77
"NEBL",9926
"C10orf113",614
"NEBL-AS1",632
"CASC10",1989
"MIR1915",80
"SKIDA1",6596
"MLLT10",5900
"DNAJC1",2091
"EBLN1",1170
"LOC100130992",6477
"COMMD3",942
"COMMD3-BMI1",3388
"BMI1",3430
"SPAG6",3139
"LOC100499489",2505
"PIP4K2A",3833
